manifest_path,mnemonic,rom_path
"3ds/Yo-Kai Watch 2 - Psychic Specters (Europe) (En,Fr,De,Es,It,Nl,Ru).3ds",3ds,"Yo-Kai Watch 2 - Psychic Specters (Europe) (En,Fr,De,Es,It,Nl,Ru).3ds"
3ds/Yo-Kai Watch 3 (Spain).3ds,3ds,Yo-Kai Watch 3 (Spain).3ds
"3ds/Yo-Kai Watch Blasters - Red Cat Corps (Europe) (En,Fr,De,Es,It).3ds",3ds,"Yo-Kai Watch Blasters - Red Cat Corps (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Yo-Kai Watch Blasters - White Dog Squad (Europe) (En,Fr,De,Es,It).3ds",3ds,"Yo-Kai Watch Blasters - White Dog Squad (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Yoshi's New Island (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru).3ds",3ds,"Yoshi's New Island (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru).3ds"
3ds/Youkai Watch 2 - Ganso (Japan) (Rev 1).3ds,3ds,Youkai Watch 2 - Ganso (Japan) (Rev 1).3ds
3ds/Youkai Watch 2 - Honke (Japan) (Rev 1).3ds,3ds,Youkai Watch 2 - Honke (Japan) (Rev 1).3ds
3ds/Youkai Watch 2 - Shinuchi (Japan) (Rev 1).3ds,3ds,Youkai Watch 2 - Shinuchi (Japan) (Rev 1).3ds
3ds/Youkai Watch 3 - Sukiyaki (Japan).3ds,3ds,Youkai Watch 3 - Sukiyaki (Japan).3ds
3ds/Youkai Watch 3 - Tempura (Japan).3ds,3ds,Youkai Watch 3 - Tempura (Japan).3ds
3ds/Youkai Watch Busters - Akanekodan (Japan) (Rev 1).3ds,3ds,Youkai Watch Busters - Akanekodan (Japan) (Rev 1).3ds
3ds/Youkai Watch Busters - Shiroinutai (Japan) (Rev 1).3ds,3ds,Youkai Watch Busters - Shiroinutai (Japan) (Rev 1).3ds
3ds/Youkai Watch Busters 2 - Hihou Densetsu Banbarayaa - Magnum (Japan).3ds,3ds,Youkai Watch Busters 2 - Hihou Densetsu Banbarayaa - Magnum (Japan).3ds
"3ds/Young Justice - Legacy (USA) (En,Fr,Es).3ds",3ds,"Young Justice - Legacy (USA) (En,Fr,Es).3ds"
3ds/Yowamushi Pedal - Ashita e no High Cadence (Japan).3ds,3ds,Yowamushi Pedal - Ashita e no High Cadence (Japan).3ds
"3ds/Yu-Gi-Oh! Zexal - World Duel Carnival (Europe) (En,Fr,De,Es,It).3ds",3ds,"Yu-Gi-Oh! Zexal - World Duel Carnival (Europe) (En,Fr,De,Es,It).3ds"
3ds/Yuugen Gaisha Brave Company (Japan).3ds,3ds,Yuugen Gaisha Brave Company (Japan).3ds
3ds/Zelda Jeonseol Majora Gamyeon 3D (Korea).3ds,3ds,Zelda Jeonseol Majora Gamyeon 3D (Korea).3ds
3ds/Zelda Jeonseol Sindeul-ui Triforce 2 (Korea).3ds,3ds,Zelda Jeonseol Sindeul-ui Triforce 2 (Korea).3ds
3ds/Zelda Musou - Hyrule All-Stars (Japan).3ds,3ds,Zelda Musou - Hyrule All-Stars (Japan).3ds
3ds/Zelda Mussang - Hyruleui Jeonseoldeul (Korea).3ds,3ds,Zelda Mussang - Hyruleui Jeonseoldeul (Korea).3ds
3ds/Zelda no Densetsu - Kamigami no Triforce 2 (Japan).3ds,3ds,Zelda no Densetsu - Kamigami no Triforce 2 (Japan).3ds
3ds/Zelda no Densetsu - Mujura no Kamen 3D (Japan) (Rev 1).3ds,3ds,Zelda no Densetsu - Mujura no Kamen 3D (Japan) (Rev 1).3ds
3ds/Zelda no Densetsu - Toki no Ocarina 3D (Japan) (Rev 1).3ds,3ds,Zelda no Densetsu - Toki no Ocarina 3D (Japan) (Rev 1).3ds
3ds/Zelda no Densetsu - Triforce 3-Juushi (Japan) (Rev 1).3ds,3ds,Zelda no Densetsu - Triforce 3-Juushi (Japan) (Rev 1).3ds
3ds/Zelda-ui Jeonseol - Triforce Samchongsa (Korea).3ds,3ds,Zelda-ui Jeonseol - Triforce Samchongsa (Korea).3ds
3ds/Zero Escape - Toki no Dilemma (Japan).3ds,3ds,Zero Escape - Toki no Dilemma (Japan).3ds
3ds/Zero Escape - Virtue's Last Reward (Europe) (Rev 2).3ds,3ds,Zero Escape - Virtue's Last Reward (Europe) (Rev 2).3ds
3ds/Zero Escape - Zero Time Dilemma (USA).3ds,3ds,Zero Escape - Zero Time Dilemma (USA).3ds
3ds/Zoo Keeper 3D (Japan).3ds,3ds,Zoo Keeper 3D (Japan).3ds
"3ds/Zoo Resort 3D (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Zoo Resort 3D (Europe) (En,Fr,De,Es,It,Nl).3ds"
3ds/Zyuden Sentai Kyouryuger - Game de Gaburincho!! (Japan).3ds,3ds,Zyuden Sentai Kyouryuger - Game de Gaburincho!! (Japan).3ds
a26/3-D Genesis (USA) (Proto).a26,a26,3-D Genesis (USA) (Proto).a26
a26/3-D Ghost Attack (USA) (Proto).a26,a26,3-D Ghost Attack (USA) (Proto).a26
a26/3-D Havoc (USA) (Proto).a26,a26,3-D Havoc (USA) (Proto).a26
a26/3-D Zapper (USA) (Proto) (1982-12-15).a26,a26,3-D Zapper (USA) (Proto) (1982-12-15).a26
a26/4 Game in One (Europe) (Bit Corporation).a26,a26,4 Game in One (Europe) (Bit Corporation).a26
"a26/Abre-te, Sesamo! (Brazil) (En) (Unl).a26",a26,"Abre-te, Sesamo! (Brazil) (En) (Unl).a26"
a26/Action Man - Action Force (Europe).a26,a26,Action Man - Action Force (Europe).a26
"a26/Activision Decathlon, The (USA).a26",a26,"Activision Decathlon, The (USA).a26"
"a26/Air-Sea Battle ~ Target Fun (Japan, USA) (En) (Atari Anthology).a26",a26,"Air-Sea Battle ~ Target Fun (Japan, USA) (En) (Atari Anthology).a26"
a26/Alien's Return (Europe).a26,a26,Alien's Return (Europe).a26
a26/AndroMan on the Moon (USA) (Proto).a26,a26,AndroMan on the Moon (USA) (Proto).a26
a26/Angriff der Luftflotten (Germany).a26,a26,Angriff der Luftflotten (Germany).a26
a26/Apples and Dolls (Brazil) (En) (Unl).a26,a26,Apples and Dolls (Brazil) (En) (Unl).a26
a26/Assault (USA).a26,a26,Assault (USA).a26
a26/Assembloids (World) (Aftermarket) (Unl).a26,a26,Assembloids (World) (Aftermarket) (Unl).a26
a26/BMX Air Master (USA).a26,a26,BMX Air Master (USA).a26
a26/Baseball (USA) (Activision Anthology - Remix Edition).a26,a26,Baseball (USA) (Activision Anthology - Remix Edition).a26
a26/Bionic Breakthrough (USA) (Proto).a26,a26,Bionic Breakthrough (USA) (Proto).a26
a26/Birthday Mania (USA) (Robert A. Tokar).a26,a26,Birthday Mania (USA) (Robert A. Tokar).a26
a26/Black Jack (USA).a26,a26,Black Jack (USA).a26
a26/Bloody Human Freeway (USA) (Proto).a26,a26,Bloody Human Freeway (USA) (Proto).a26
a26/Blueprint (USA).a26,a26,Blueprint (USA).a26
a26/Bobby Is Going Home (USA).a26,a26,Bobby Is Going Home (USA).a26
a26/Boggle (USA) (Proto) (1978-08-07).a26,a26,Boggle (USA) (Proto) (1978-08-07).a26
a26/Boing! (USA).a26,a26,Boing! (USA).a26
a26/Bouncin' Baby Bunnies (USA) (Proto).a26,a26,Bouncin' Baby Bunnies (USA) (Proto).a26
a26/Bowling (USA).a26,a26,Bowling (USA).a26
a26/Boxen (Germany) (En).a26,a26,Boxen (Germany) (En).a26
a26/Boxing (USA).a26,a26,Boxing (USA).a26
a26/Breakout (Europe).a26,a26,Breakout (Europe).a26
"a26/Breakout ~ Breakaway IV (Japan, USA) (En).a26",a26,"Breakout ~ Breakaway IV (Japan, USA) (En).a26"
a26/Bridge (USA) (v1.1).a26,a26,Bridge (USA) (v1.1).a26
a26/Buck Rogers - Planet of Zoom (USA).a26,a26,Buck Rogers - Planet of Zoom (USA).a26
a26/Bugs (USA).a26,a26,Bugs (USA).a26
a26/Bugs Bunny (USA) (Proto 1).a26,a26,Bugs Bunny (USA) (Proto 1).a26
a26/Bump 'n' Jump (USA).a26,a26,Bump 'n' Jump (USA).a26
a26/Bumper Bash (USA).a26,a26,Bumper Bash (USA).a26
a26/Burgertime (USA) (PROPER 12K).a26,a26,Burgertime (USA) (PROPER 12K).a26
a26/Burning Desire (USA).a26,a26,Burning Desire (USA).a26
a26/Cabbage Patch Kids - Adventures in the Park (USA) (Proto) (1984-09-13).a26,a26,Cabbage Patch Kids - Adventures in the Park (USA) (Proto) (1984-09-13).a26
a26/Cakewalk (USA).a26,a26,Cakewalk (USA).a26
a26/California Games (USA).a26,a26,California Games (USA).a26
a26/Care Bears (USA) (Proto).a26,a26,Care Bears (USA) (Proto).a26
a26/Carnival (USA).a26,a26,Carnival (USA).a26
a26/Casino (Europe).a26,a26,Casino (Europe).a26
a26/Casino ~ Poker Plus (USA).a26,a26,Casino ~ Poker Plus (USA).a26
a26/Cat Trax (USA).a26,a26,Cat Trax (USA).a26
a26/Cathouse Blues (USA).a26,a26,Cathouse Blues (USA).a26
a26/Challenge (Canada).a26,a26,Challenge (Canada).a26
"a26/Challenge of.... NEXAR, The (USA).a26",a26,"Challenge of.... NEXAR, The (USA).a26"
a26/Championship Soccer (Europe).a26,a26,Championship Soccer (Europe).a26
a26/Championship Soccer ~ Soccer (USA).a26,a26,Championship Soccer ~ Soccer (USA).a26
a26/Chase the Chuck Wagon (USA).a26,a26,Chase the Chuck Wagon (USA).a26
a26/Checkers (USA).a26,a26,Checkers (USA).a26
a26/Chess (Europe).a26,a26,Chess (Europe).a26
a26/China Syndrome (USA).a26,a26,China Syndrome (USA).a26
a26/Chopper Command (USA).a26,a26,Chopper Command (USA).a26
a26/Chuck Norris Superkicks (USA).a26,a26,Chuck Norris Superkicks (USA).a26
a26/Circus Atari (Europe).a26,a26,Circus Atari (Europe).a26
a26/Coco Nuts (USA).a26,a26,Coco Nuts (USA).a26
a26/Codebreaker (USA).a26,a26,Codebreaker (USA).a26
a26/Col 'N' (Europe) (Unl).a26,a26,Col 'N' (Europe) (Unl).a26
a26/Color Bar Generator (USA).a26,a26,Color Bar Generator (USA).a26
a26/Colors (Europe) (Proto).a26,a26,Colors (Europe) (Proto).a26
"a26/Combat (USA, Europe) (Atari Anthology).a26",a26,"Combat (USA, Europe) (Atari Anthology).a26"
a26/Combat Two (USA) (Proto).a26,a26,Combat Two (USA) (Proto).a26
a26/Combat ~ Tank-Plus (USA).a26,a26,Combat ~ Tank-Plus (USA).a26
a26/Commando (USA) (Alt).a26,a26,Commando (USA) (Alt).a26
a26/Commando Raid (USA).a26,a26,Commando Raid (USA).a26
a26/Communist Mutants from Space (USA).a26,a26,Communist Mutants from Space (USA).a26
a26/Computer Chess (USA) (Proto).a26,a26,Computer Chess (USA) (Proto).a26
a26/Condor Attack (USA).a26,a26,Condor Attack (USA).a26
a26/Confrontation (USA) (Proto).a26,a26,Confrontation (USA) (Proto).a26
a26/Congo Bongo (USA).a26,a26,Congo Bongo (USA).a26
a26/Cookie Monster Munch (USA).a26,a26,Cookie Monster Munch (USA).a26
a26/Cosmic Ark (USA) (Rev 1).a26,a26,Cosmic Ark (USA) (Rev 1).a26
a26/Cosmic Commuter (USA).a26,a26,Cosmic Commuter (USA).a26
a26/Cosmic Creeps (USA).a26,a26,Cosmic Creeps (USA).a26
a26/Cosmic Swarm (USA).a26,a26,Cosmic Swarm (USA).a26
a26/Crack'ed (USA) (Proto).a26,a26,Crack'ed (USA) (Proto).a26
a26/Crackpots (USA).a26,a26,Crackpots (USA).a26
a26/Crash Dive (USA).a26,a26,Crash Dive (USA).a26
a26/Crazy Climber (USA).a26,a26,Crazy Climber (USA).a26
a26/Cross Force (USA).a26,a26,Cross Force (USA).a26
a26/Crossbow (USA).a26,a26,Crossbow (USA).a26
a26/Crypts of Chaos (USA).a26,a26,Crypts of Chaos (USA).a26
a26/Cubicolor (USA) (Proto).a26,a26,Cubicolor (USA) (Proto).a26
a26/Custer's Revenge (USA).a26,a26,Custer's Revenge (USA).a26
a26/Dan Kitchen's Tomcat - The F-14 Fighter Simulator (USA).a26,a26,Dan Kitchen's Tomcat - The F-14 Fighter Simulator (USA).a26
a26/Dancing Plate (USA).a26,a26,Dancing Plate (USA).a26
a26/Dark Cavern (USA).a26,a26,Dark Cavern (USA).a26
a26/Deadly Duck (USA).a26,a26,Deadly Duck (USA).a26
a26/Death Trap (USA).a26,a26,Death Trap (USA).a26
a26/Defender (USA).a26,a26,Defender (USA).a26
a26/Defender II (USA) (Alt).a26,a26,Defender II (USA) (Alt).a26
a26/Depth Charge (USA) (Proto).a26,a26,Depth Charge (USA) (Proto).a26
a26/Desert Falcon (USA).a26,a26,Desert Falcon (USA).a26
a26/Dice Puzzle (USA).a26,a26,Dice Puzzle (USA).a26
a26/Dishaster (USA).a26,a26,Dishaster (USA).a26
a26/Dodge 'Em (Europe).a26,a26,Dodge 'Em (Europe).a26
a26/Dodge 'Em ~ Dodger Cars (USA).a26,a26,Dodge 'Em ~ Dodger Cars (USA).a26
a26/Dolphin (USA).a26,a26,Dolphin (USA).a26
a26/Donald Duck's Speedboat (USA) (Proto).a26,a26,Donald Duck's Speedboat (USA) (Proto).a26
a26/Donkey Kong (USA).a26,a26,Donkey Kong (USA).a26
a26/Donkey Kong Junior (USA).a26,a26,Donkey Kong Junior (USA).a26
a26/Double Dragon (USA).a26,a26,Double Dragon (USA).a26
a26/Double Dunk (USA).a26,a26,Double Dunk (USA).a26
a26/Dragon Defender (Europe).a26,a26,Dragon Defender (Europe).a26
a26/Dragonfire (USA).a26,a26,Dragonfire (USA).a26
a26/Dragonstomper (USA).a26,a26,Dragonstomper (USA).a26
a26/Dragster (USA).a26,a26,Dragster (USA).a26
a26/Dschungel Boy (Europe).a26,a26,Dschungel Boy (Europe).a26
a26/Dukes of Hazzard (USA) (Proto).a26,a26,Dukes of Hazzard (USA) (Proto).a26
a26/Dumbo's Flying Circus (USA) (Proto).a26,a26,Dumbo's Flying Circus (USA) (Proto).a26
a26/Dune (USA) (Proto).a26,a26,Dune (USA) (Proto).a26
a26/E.T. - The Extra-Terrestrial (USA).a26,a26,E.T. - The Extra-Terrestrial (USA).a26
"a26/Earth Dies Screaming, The (USA).a26",a26,"Earth Dies Screaming, The (USA).a26"
a26/Eggomania (USA).a26,a26,Eggomania (USA).a26
a26/Elevator Action (USA) (Proto).a26,a26,Elevator Action (USA) (Proto).a26
a26/Elf Adventure (USA) (Proto).a26,a26,Elf Adventure (USA) (Proto).a26
a26/Eli's Ladder (USA).a26,a26,Eli's Ladder (USA).a26
a26/Elk Attack (USA) (Proto).a26,a26,Elk Attack (USA) (Proto).a26
a26/Encounter at L-5 (USA).a26,a26,Encounter at L-5 (USA).a26
a26/Enduro (USA).a26,a26,Enduro (USA).a26
"a26/Entity, The (USA) (Proto).a26",a26,"Entity, The (USA) (Proto).a26"
a26/Entombed (USA).a26,a26,Entombed (USA).a26
a26/Escape from the Mindmaster (USA).a26,a26,Escape from the Mindmaster (USA).a26
a26/Espial (USA).a26,a26,Espial (USA).a26
a26/Exocet (Europe).a26,a26,Exocet (Europe).a26
a26/Extra Terrestrials (USA).a26,a26,Extra Terrestrials (USA).a26
a26/FM Sound Tool (Unknown) (Proto) [b].a26,a26,FM Sound Tool (Unknown) (Proto) [b].a26
a26/Fantastic Voyage (USA).a26,a26,Fantastic Voyage (USA).a26
a26/Farmyard Fun (USA).a26,a26,Farmyard Fun (USA).a26
a26/Fast Eddie (USA).a26,a26,Fast Eddie (USA).a26
a26/Fast Food (USA).a26,a26,Fast Food (USA).a26
a26/Fatal Run (USA).a26,a26,Fatal Run (USA).a26
a26/Fathom (USA).a26,a26,Fathom (USA).a26
a26/Final Approach (USA).a26,a26,Final Approach (USA).a26
a26/Fire Fighter (USA).a26,a26,Fire Fighter (USA).a26
a26/Fire Fly (USA).a26,a26,Fire Fly (USA).a26
a26/Fire Spinner (USA).a26,a26,Fire Spinner (USA).a26
a26/Fireball (USA).a26,a26,Fireball (USA).a26
a26/Flag Capture ~ Capture (USA).a26,a26,Flag Capture ~ Capture (USA).a26
a26/Flash Gordon (USA).a26,a26,Flash Gordon (USA).a26
a26/Football (USA).a26,a26,Football (USA).a26
a26/Forest (Europe).a26,a26,Forest (Europe).a26
a26/Fox & Goat (Europe).a26,a26,Fox & Goat (Europe).a26
a26/Frankenstein's Monster (USA).a26,a26,Frankenstein's Monster (USA).a26
a26/Free Play Florida 2017 (USA) (Aftermarket) (Pirate).a26,a26,Free Play Florida 2017 (USA) (Aftermarket) (Pirate).a26
a26/Freeway (USA).a26,a26,Freeway (USA).a26
a26/Frisco (USA).a26,a26,Frisco (USA).a26
a26/Frog Pond (USA) (Proto).a26,a26,Frog Pond (USA) (Proto).a26
a26/Frogger (USA).a26,a26,Frogger (USA).a26
a26/Frogger II - Threeedeep! (USA).a26,a26,Frogger II - Threeedeep! (USA).a26
a26/Frogs and Flies (USA).a26,a26,Frogs and Flies (USA).a26
a26/Front Line (USA).a26,a26,Front Line (USA).a26
a26/Frostbite (USA).a26,a26,Frostbite (USA).a26
a26/Funky Fish (USA) (Proto).a26,a26,Funky Fish (USA) (Proto).a26
a26/G.I. Joe - Cobra Strike (USA).a26,a26,G.I. Joe - Cobra Strike (USA).a26
a26/Galaxian (USA).a26,a26,Galaxian (USA).a26
a26/Gamma-Attack (USA).a26,a26,Gamma-Attack (USA).a26
a26/Gangster Alley (USA).a26,a26,Gangster Alley (USA).a26
a26/Garfield (USA) (Proto).a26,a26,Garfield (USA) (Proto).a26
a26/Gas Hog (USA).a26,a26,Gas Hog (USA).a26
a26/Gauntlet (USA).a26,a26,Gauntlet (USA).a26
a26/Ghost Manor (USA).a26,a26,Ghost Manor (USA).a26
a26/Ghostbusters (USA).a26,a26,Ghostbusters (USA).a26
a26/Ghostbusters II (Europe).a26,a26,Ghostbusters II (Europe).a26
a26/Gigolo (USA).a26,a26,Gigolo (USA).a26
a26/Glacier Patrol (USA).a26,a26,Glacier Patrol (USA).a26
a26/Glib - Video Word Game (USA).a26,a26,Glib - Video Word Game (USA).a26
a26/Going-Up (USA) (Proto).a26,a26,Going-Up (USA) (Proto).a26
a26/Golf (USA).a26,a26,Golf (USA).a26
"a26/Good Luck, Charlie Brown (USA) (Proto).a26",a26,"Good Luck, Charlie Brown (USA) (Proto).a26"
a26/Gopher (USA).a26,a26,Gopher (USA).a26
a26/Gorf (USA).a26,a26,Gorf (USA).a26
a26/Grand Prix (USA).a26,a26,Grand Prix (USA).a26
a26/Gravitar (USA).a26,a26,Gravitar (USA).a26
a26/Great Escape (USA).a26,a26,Great Escape (USA).a26
a26/Gremlins (USA).a26,a26,Gremlins (USA).a26
a26/Grover's Music Maker (USA) (Proto).a26,a26,Grover's Music Maker (USA) (Proto).a26
a26/Guardian (USA).a26,a26,Guardian (USA).a26
a26/Gyruss (USA).a26,a26,Gyruss (USA).a26
a26/H.E.R.O. (USA).a26,a26,H.E.R.O. (USA).a26
a26/Halloween (USA).a26,a26,Halloween (USA).a26
a26/Halo 2600 (Europe) (PAL) (Aftermarket) (Unl).a26,a26,Halo 2600 (Europe) (PAL) (Aftermarket) (Unl).a26
a26/Hangman ~ Spelling (USA).a26,a26,Hangman ~ Spelling (USA).a26
a26/Hard-Head (USA) (Proto).a26,a26,Hard-Head (USA) (Proto).a26
a26/Harem (USA) (Proto).a26,a26,Harem (USA) (Proto).a26
a26/Haunted House (USA).a26,a26,Haunted House (USA).a26
a26/Hell Driver (Europe).a26,a26,Hell Driver (Europe).a26
a26/Hobo (USA) (Proto).a26,a26,Hobo (USA) (Proto).a26
a26/Hole Hunter (USA).a26,a26,Hole Hunter (USA).a26
a26/Holey Moley (USA) (Proto).a26,a26,Holey Moley (USA) (Proto).a26
a26/Home Run ~ Baseball (USA).a26,a26,Home Run ~ Baseball (USA).a26
a26/Human Cannonball ~ Cannon Man (USA).a26,a26,Human Cannonball ~ Cannon Man (USA).a26
a26/Hunt & Score ~ Memory Match (USA).a26,a26,Hunt & Score ~ Memory Match (USA).a26
a26/I Want My Mommy (USA).a26,a26,I Want My Mommy (USA).a26
a26/I.Q. 180 (USA).a26,a26,I.Q. 180 (USA).a26
a26/I.Q. Memory Teaser (Europe).a26,a26,I.Q. Memory Teaser (Europe).a26
a26/INV+ (World) (Aftermarket) (Unl).a26,a26,INV+ (World) (Aftermarket) (Unl).a26
a26/Ice Hockey (USA).a26,a26,Ice Hockey (USA).a26
a26/Ikari Warriors (USA).a26,a26,Ikari Warriors (USA).a26
a26/Immies & Aggies (USA) (Proto).a26,a26,Immies & Aggies (USA) (Proto).a26
a26/Indy 500 ~ Race (USA).a26,a26,Indy 500 ~ Race (USA).a26
a26/Infiltrate (USA).a26,a26,Infiltrate (USA).a26
a26/International Soccer (USA).a26,a26,International Soccer (USA).a26
a26/Ixion (USA) (Proto).a26,a26,Ixion (USA) (Proto).a26
a26/James Bond 007 (USA).a26,a26,James Bond 007 (USA).a26
a26/Jawbreaker (USA).a26,a26,Jawbreaker (USA).a26
a26/Journey Escape (USA).a26,a26,Journey Escape (USA).a26
a26/Jr. Pac-Man (USA).a26,a26,Jr. Pac-Man (USA).a26
a26/Jungle Fever (USA).a26,a26,Jungle Fever (USA).a26
a26/Kabobber (USA) (Proto).a26,a26,Kabobber (USA) (Proto).a26
a26/Kaboom! (USA).a26,a26,Kaboom! (USA).a26
a26/Kamikaze Saucers (USA) (Proto).a26,a26,Kamikaze Saucers (USA) (Proto).a26
a26/Kangaroo (USA).a26,a26,Kangaroo (USA).a26
a26/Karate (USA).a26,a26,Karate (USA).a26
a26/Keystone Kapers (USA).a26,a26,Keystone Kapers (USA).a26
a26/Killer Satellites (USA).a26,a26,Killer Satellites (USA).a26
a26/King Kong (USA).a26,a26,King Kong (USA).a26
a26/Klax (USA).a26,a26,Klax (USA).a26
a26/Knight on the Town (USA).a26,a26,Knight on the Town (USA).a26
a26/Kool-Aid Man (USA).a26,a26,Kool-Aid Man (USA).a26
a26/Krull (USA).a26,a26,Krull (USA).a26
a26/Kung-Fu Master (USA).a26,a26,Kung-Fu Master (USA).a26
a26/Kyphus (USA) (Proto).a26,a26,Kyphus (USA) (Proto).a26
a26/Laaser Voley (Europe) (Pirate).a26,a26,Laaser Voley (Europe) (Pirate).a26
a26/Labyrinth (Europe).a26,a26,Labyrinth (Europe).a26
a26/Lady in Wading (USA).a26,a26,Lady in Wading (USA).a26
a26/Laser Blast (USA).a26,a26,Laser Blast (USA).a26
a26/Laser Gates (USA).a26,a26,Laser Gates (USA).a26
a26/Lasercade (USA) (Proto).a26,a26,Lasercade (USA) (Proto).a26
a26/Lilly Adventure (USA).a26,a26,Lilly Adventure (USA).a26
a26/Lochjaw (USA).a26,a26,Lochjaw (USA).a26
a26/Lock 'n' Chase (USA).a26,a26,Lock 'n' Chase (USA).a26
a26/Lock'N'Chase (Europe).a26,a26,Lock'N'Chase (Europe).a26
a26/London Blitz (USA).a26,a26,London Blitz (USA).a26
a26/Looping (USA) (Proto).a26,a26,Looping (USA) (Proto).a26
"a26/Lord of the Rings, The - Journey to Rivendell (USA) (Proto).a26",a26,"Lord of the Rings, The - Journey to Rivendell (USA) (Proto).a26"
a26/Lost Luggage (USA).a26,a26,Lost Luggage (USA).a26
a26/M.A.D. (USA).a26,a26,M.A.D. (USA).a26
a26/M.A.S.H (USA).a26,a26,M.A.S.H (USA).a26
a26/MagiCard (USA).a26,a26,MagiCard (USA).a26
a26/Malagai (USA).a26,a26,Malagai (USA).a26
a26/Mangia' (USA).a26,a26,Mangia' (USA).a26
a26/Marauder (USA).a26,a26,Marauder (USA).a26
a26/Marine Wars (USA).a26,a26,Marine Wars (USA).a26
a26/Marineflieger (Europe).a26,a26,Marineflieger (Europe).a26
a26/Master Builder (USA).a26,a26,Master Builder (USA).a26
a26/Masters of the Universe - The Power of He-Man (USA).a26,a26,Masters of the Universe - The Power of He-Man (USA).a26
a26/Math Gran Prix (USA).a26,a26,Math Gran Prix (USA).a26
a26/Maze Craze - A Game of Cops 'n Robbers ~ Maze Mania - A Game of Cops 'n Robbers (USA).a26,a26,Maze Craze - A Game of Cops 'n Robbers ~ Maze Mania - A Game of Cops 'n Robbers (USA).a26
a26/Mazy Match (USA) (Proto).a26,a26,Mazy Match (USA) (Proto).a26
a26/McDonald's - Golden Arches Adventure (USA) (Proto).a26,a26,McDonald's - Golden Arches Adventure (USA) (Proto).a26
a26/Mega Force (USA).a26,a26,Mega Force (USA).a26
a26/MegaBoy (USA).a26,a26,MegaBoy (USA).a26
a26/MegaMania - A Space Nightmare (USA).a26,a26,MegaMania - A Space Nightmare (USA).a26
a26/Mein Weg (Germany) (En).a26,a26,Mein Weg (Germany) (En).a26
a26/Meltdown (USA) (Proto).a26,a26,Meltdown (USA) (Proto).a26
a26/Midnight Magic (USA).a26,a26,Midnight Magic (USA).a26
a26/Millipede (USA).a26,a26,Millipede (USA).a26
a26/Mind Maze (USA).a26,a26,Mind Maze (USA).a26
a26/Miner 2049er - Starring Bounty Bob (USA).a26,a26,Miner 2049er - Starring Bounty Bob (USA).a26
a26/Miner 2049er Volume II (USA).a26,a26,Miner 2049er Volume II (USA).a26
a26/Mines of Minos (USA).a26,a26,Mines of Minos (USA).a26
a26/Miniature Golf ~ Arcade Golf (USA).a26,a26,Miniature Golf ~ Arcade Golf (USA).a26
a26/Miss Piggy's Wedding (USA) (Proto).a26,a26,Miss Piggy's Wedding (USA) (Proto).a26
a26/Missile Control (Europe).a26,a26,Missile Control (Europe).a26
a26/Missile War ~ Astro War (Europe).a26,a26,Missile War ~ Astro War (Europe).a26
"a26/Mission 3,000 A.D. (USA).a26",a26,"Mission 3,000 A.D. (USA).a26"
a26/Mission Survive (Europe).a26,a26,Mission Survive (Europe).a26
a26/Mogul Maniac (USA).a26,a26,Mogul Maniac (USA).a26
a26/Monkey Music (Unknown) (1982-08-18) (Proto).a26,a26,Monkey Music (Unknown) (1982-08-18) (Proto).a26
a26/Monster Cise (USA) (Proto).a26,a26,Monster Cise (USA) (Proto).a26
a26/Montezuma's Revenge - Featuring Panama Joe (USA).a26,a26,Montezuma's Revenge - Featuring Panama Joe (USA).a26
a26/Moonsweeper (USA).a26,a26,Moonsweeper (USA).a26
a26/Morse Code Tutor (USA).a26,a26,Morse Code Tutor (USA).a26
a26/MotoRodeo (USA).a26,a26,MotoRodeo (USA).a26
a26/Motocross (USA).a26,a26,Motocross (USA).a26
a26/Motocross Racer (USA).a26,a26,Motocross Racer (USA).a26
a26/Mountain King (USA).a26,a26,Mountain King (USA).a26
a26/Mouse Trap (USA).a26,a26,Mouse Trap (USA).a26
a26/Mr. Do! (USA).a26,a26,Mr. Do! (USA).a26
a26/Mr. Do!'s Castle (USA).a26,a26,Mr. Do!'s Castle (USA).a26
a26/Mr. Postman (USA).a26,a26,Mr. Postman (USA).a26
a26/Mr. Run and Jump (World).a26,a26,Mr. Run and Jump (World).a26
a26/Mr. T (Europe).a26,a26,Mr. T (Europe).a26
a26/Ms. Pac-Man (USA).a26,a26,Ms. Pac-Man (USA).a26
"a26/Music Machine, The (USA).a26",a26,"Music Machine, The (USA).a26"
"a26/My Golf (Germany) (En,De).a26",a26,"My Golf (Germany) (En,De).a26"
"a26/Mysterious Thief, A (USA) (Proto).a26",a26,"Mysterious Thief, A (USA) (Proto).a26"
a26/Mystery Science Theater 2600 (USA) (Aftermarket) (Pirate).a26,a26,Mystery Science Theater 2600 (USA) (Aftermarket) (Pirate).a26
a26/Name This Game (USA).a26,a26,Name This Game (USA).a26
a26/Nightmare (Europe).a26,a26,Nightmare (Europe).a26
a26/No Escape! (USA).a26,a26,No Escape! (USA).a26
a26/Nuts (USA).a26,a26,Nuts (USA).a26
